Species,Leaf Area,Length of Midrib,Length of Petiole,Left Veins,Right Veins,Leaf Width
PNS,32.53,10.41,0.02,14,13,4.17
PNS,33.28,10.4,0.02,12,11,4.85
PNS,42.53,10.45,0.02,15,14,5.89
PNS,31.19,9.38,0.02,11,11,5.19
PNS,30.45,9.37,0.01,13,13,5.21
PNS,46.33,11.44,0.02,14,14,5.14
PNS,40.2,10.42,0.02,13,13,5.2
PNS,36.16,9.37,0.02,16,16,5.12
PNS,32.45,9.36,0.02,12,12,4.19
PNS,32.1,9.35,0.01,11,11,5.2
PNS,51.1,11.43,0.02,17,17,5.88
PNS,49.06,10.41,0.02,15,15,6.25
PNS,45.84,11.44,0.02,15,15,5.78
PNS,39.23,10.4,0.02,16,16,5.2
PNS,28.15,8.34,0.02,13,13,4.18
PNS,45.78,10.39,0.03,11,11,5.21
PNS,48.64,10.32,0.02,12,12,5.23
PNS,41.48,10.41,0.02,13,13,5.2
PNS,42.07,9.39,0.03,13,13,5.22
PNS,35.01,9.34,0.02,13,13,4.19
PNS,31.27,8.33,0.02,10,10,5.2
PNS,43.03,9.37,0.02,13,13,5.21
PNS,57.63,12.5,0.02,15,15,6.25
PNS,54.19,12.49,0.02,13,13,5.2
PNS,47.67,11.45,0.02,14,14,6.24
PNS,72.66,13.52,0.02,12,11,7.28
PNS,47.43,11.34,0.02,12,13,5.22
PNS,31.46,9.36,0.02,12,10,4.18
PNS,32.83,9.36,0.02,11,10,4.19
PNS,46.15,11.46,0.02,13,12,6.1
PNS,40.65,10.42,0.02,15,16,5.21
PNS,28.77,8.33,0.02,12,12,4.82
PNS,47.02,12.47,0.03,14,13,6.08
PNS,46.53,10.41,0.03,18,18,6.26
PNS,30.09,10.42,0.02,16,17,4.19
PNS,53.81,10.54,0.02,20,17,5.23
PNS,38.16,10.41,0.02,14,13,4.19
PNS,45.74,10.41,0.03,16,16,5.23
PNS,33.29,8.32,0.03,12,11,5.21
PNS,33.68,10.41,0.02,18,19,4.56
PNS,37.87,8.33,0.02,10,11,5.22
PNS,39.47,10.41,0.02,18,18,5.87
PNS,35.57,9.39,0.02,13,14,5.2
PNS,36.32,10.4,0.02,13,14,5.2
PNS,25.18,7.29,0.02,16,18,5.2
PNS,39.16,10.4,0.02,12,13,4.18
PNS,40.7,9.38,0.02,19,18,5.2
PNS,32.72,8.33,0.03,11,11,5.22
PNS,29.62,8.32,0.02,13,12,5.2
PNS,30.2,8.3,0.02,16,13,5.21
PNS,39.236,9.35,0.02,11,11,5.23
PNS,34.194,9.36,0.02,11,10,5.2
PNS,54.685,13.5,0.02,16,17,6.33
PNS,45.913,10.41,0.02,15,12,6.24
PNS,32.856,9.38,0.02,11,12,5.2
PNS,64.241,10.47,0.03,15,15,6.24
PNS,44.426,10.4,0.02,12,11,5.58
PNS,34.106,8.35,0.02,11,11,5.2
PNS,33.236,9.36,0.02,11,9,5.2
PNS,36.991,8.34,0.02,11,10,5.12
PNS,42.479,10.43,0.02,14,16,5.12
PNS,31.143,7.31,0.03,12,12,5.21
PNS,35.886,9.36,0.02,10,11,5.22
PNS,32.645,8.34,0.02,13,13,5.21
PNS,33.496,9.39,0.02,14,13,5.2
PNS,44.326,10.42,0.02,14,13,5.43
PNS,44.951,10.44,0.02,13,16,5.2
PNS,50.482,11.46,0.02,15,16,6.25
PNS,33.108,8.32,0.03,10,10,5.23
PNS,25.581,9.35,0.02,11,12,4.18
PNS,33.674,9.36,0.02,10,9,5.23
PNS,35.724,9.39,0.02,14,14,5.19
PNS,30.172,8.34,0.02,14,13,4.19
PNS,47.482,10.4,0.02,10,10,6.14
PNS,24.187,7.29,0.02,8,9,4.18
PNS,38.5,10.4,0.02,16,15,4.19
PNS,41.76,10.4,0.02,16,14,5.21
PNS,33.8,9.37,0.02,12,13,4.19
PNS,40.547,10.41,0.02,13,13,5.21
PNS,32.192,9.37,0.02,13,12,5.2
PNS,35.112,10.4,0.02,15,14,5.19
PNS,25.708,7.3,0.02,11,10,4.18
PNS,29.017,10.4,0.02,15,15,4.18
PNS,27.711,8.32,0.02,12,11,4.19
PNS,29.719,9.35,0.02,12,12,4.19
PNS,33.7,8.34,0.02,13,14,5.2
PNS,21.926,6.26,0.02,11,12,4.17
PNS,29.703,8.32,0.02,11,12,4.19
PNS,28.699,8.35,0.02,12,12,4.18
PNS,32.504,10.42,0.02,15,14,4.19
PNS,29.897,9.36,0.02,12,12,4.18
PNS,28.749,9.35,0.02,11,10,4.19
PNS,28.711,8.33,0.02,12,13,4.19
PNS,32.176,10.4,0.02,15,14,4.19
PNS,26.562,9.37,0.02,13,12,4.19
PNS,53.235,12.48,0.02,17,18,6.24
PNS,26.359,8.32,0.02,9,10,4.18
PNS,27.075,9.36,0.02,9,10,4.18
PNS,22.849,7.3,0.02,10,11,4.18
PNS,21.58,7.28,0.01,10,9,4.18
PNS,44.374,10.41,0.02,12,13,5.2
PNS,38.385,9.35,0.02,10,11,5.21
PNS,37.726,8.34,0.02,10,8,5.2
PNS,37.781,10.4,0.02,12,10,4.18
PNS,22.319,6.26,0.02,10,10,4.17
PNS,40.925,10.4,0.02,12,13,4.19
PNS,25.629,7.3,0.02,10,11,4.17
PNS,33.295,9.37,0.02,11,12,4.18
PNS,28.329,7.28,0.02,10,10,5.22
PNS,35.899,7.4,0.02,14,12,4.18
PNS,41.824,9.36,0.02,12,13,5.2
PNS,43.46,9.36,0.02,14,13,5.12
PNS,27.901,7.3,0.02,12,13,4.17
PNS,23.474,7.27,0.02,10,11,4.17
PNS,54.133,11.47,0.02,14,13,6.24
PNS,40.865,10.39,0.02,15,16,4.16
PNS,47.378,9.39,0.03,13,14,5.68
PNS,50.596,10.43,0.02,15,15,5.22
PNS,37.603,9.39,0.02,13,12,4.19
PNS,35.971,9.37,0.02,14,13,5.2
PNS,30.438,8.33,0.02,11,10,4.17
PNS,41.25,9.37,0.02,12,12,5.23
PNS,30.277,7.3,0.02,12,11,5.21
PNS,27.981,8.34,0.02,12,11,4.18
PNS,36.215,9.39,0.03,11,14,5.2
PNS,46.057,10.41,0.02,12,15,5.22
PNS,43.556,10.42,0.02,14,14,5.22
PNS,48.81,10.43,0.02,14,12,5.24
PNS,42.331,10.43,0.02,13,13,5.21
PNS,33.086,9.35,0.02,12,12,5.21
PNS,48.762,9.38,0.02,10,10,6.26
PNS,31.552,7.3,0.02,10,11,5.42
PNS,38.583,9.38,0.02,12,13,5.2
PNS,44.005,9.38,0.03,15,16,5.22
PNS,48.975,10.35,0.02,14,16,5.75
PNS,22.927,7.29,0.02,11,10,4.02
PNS,23.866,6.27,0.02,10,3,4.17
PNS,35.482,9.36,0.02,11,10,5.2
PNS,25.709,8.35,0.02,9,8,4.16
PNS,31.34,9.38,0.01,13,14,4.86
PNS,49.26,12.47,0.02,12,12,5.49
PNS,41.224,9.36,0.02,13,11,5.83
PNS,41.045,9.36,0.02,12,11,5.22
PNS,24.383,7.3,0.02,11,9,4.16
PNS,28.145,8.31,0.02,10,10,4.19
PNS,31.721,7.29,0.02,10,11,5.2
PNS,33.921,9.35,0.01,10,10,5.2
PNS,28.437,10.4,0.02,11,11,4.19
PNS,35.224,7.31,0.02,14,15,4.18
PNS,25.809,7.31,0.02,11,9,4.17
PNS,41.729,10.41,0.02,13,14,5.2
PNS,34.799,8.34,0.02,12,11,5.19
PNS,34.261,8.31,0.02,10,10,5.2
PNS,38.672,11.44,0.02,12,14,4.65
PNS,58.341,11.16,0.02,14,14,6.24
PNS,30.648,8.35,0.02,11,12,4.17
PNS,28.115,9.36,0.01,12,11,4.16
PNS,23.76,6.26,0.02,11,10,4.18
PNS,30.147,7.3,0.02,10,9,4.19
PNS,34.008,8.35,0.02,12,11,5.02
PNS,48.135,9.39,0.02,14,14,5.23
PNS,24.69,6.26,0.02,10,10,4.7
PNS,42.38,10.42,0.02,15,16,5.2
PNS,53.292,11.46,0.02,14,13,6.14
PNS,54.05,12.5,0.02,15,14,6.24
PNS,29.239,7.28,0.03,11,10,5.2
PNS,26.126,8.33,0.01,9,10,4.16
PNS,25.462,8.34,0.01,10,8,4.24
PNS,34.494,8.33,0.02,10,9,5.22
PNS,23.744,7.3,0.02,10,11,4.16
PNS,57.901,11.45,0.02,15,14,6.28
PNS,46.232,10.39,0.02,14,13,5.22
PNS,26.677,8.35,0.02,10,11,4.12
PNS,36.732,10.42,0.02,12,12,4.81
PNS,44.736,10.41,0.02,13,13,5.21
PNS,32.75,8.33,0.02,12,12,4.18
PNS,34.844,9.35,0.01,11,12,4.19
PNS,25.572,8.32,0.02,10,9,4.17
PNS,30.285,9.36,0.02,11,11,4.19
PNS,43.862,9.38,0.02,14,11,6.24
PNS,50.062,10.42,0.02,13,12,5.23
PNS,35.863,8.35,0.02,13,13,5.2
PNS,34.635,8.35,0.02,12,12,5.2
PNS,27.976,7.3,0.02,11,8,4.18
PNS,28.949,7.3,0.03,12,11,5.91
PNS,36.093,10.4,0.02,13,13,4.18
PNS,27.733,6.27,0.02,10,11,5.2
PNS,45.529,10.43,0.02,11,10,5.73
PNS,42.206,10.4,0.02,14,15,5.53
PNS,21.059,6.27,0.01,9,9,4.17
PNS,23.649,7.3,0.01,11,12,4.16
PNS,24.221,6.26,0.02,10,11,4.18
PNS,24.68,7.27,0.02,9,10,4.19
PNS,28.963,7.28,0.02,10,10,5.22
PNS,27.312,8.34,0.02,12,12,4.18
PNS,20.845,6.25,0.02,11,10,4.34
PNS,34.4,9.35,0.02,12,13,4.18
PNS,23.924,6.26,0.02,11,11,4.17
PNS,31.275,8.35,0.02,10,12,4.19
PNS,28.138,9.36,0.02,10,12,4.36
PNS,38.551,8.34,0.01,10,10,4.19
PNS,35.341,7.31,0.02,9,8,4.19
PNS,41.264,9.35,0.02,10,8,5.2
PNS,57.615,12.48,0.02,15,15,5.21
PNS,47.232,11.43,0.02,14,11,5.21
PNS,43.041,9.37,0.01,10,8,5.21
PNS,33.447,8.31,0.02,11,10,5.2
PNS,34.968,8.34,0.02,10,9,5.2
PNS,34.665,8.33,0.02,11,11,5.2
PNS,40.062,9.37,0.02,11,10,5.2
PNS,27.199,9.34,0.02,13,13,3.15
PNS,29.834,8.31,0.02,14,14,4.17
PNS,26.869,8.32,0.01,11,12,4.17
PNS,27.243,8.34,0.01,10,11,4.16
PNS,46.925,11.44,0.02,15,14,5.23
PNS,28.022,7.31,0.02,13,11,4.19
PNS,32.807,8.34,0.02,12,15,4.36
PNS,24.698,6.25,0.02,10,8,4.9
PNS,40.694,10.43,0.02,14,15,5.2
PNS,32.063,10.44,0.02,14,11,4.17
PNS,39.003,9.38,0.02,14,11,4.19
PNS,38.555,9.35,0.02,9,11,5.02
PNS,33.908,8.33,0.02,12,11,5.2
PNS,35.113,9.38,0.02,13,14,4.18
PNS,37.151,9.37,0.02,10,11,5.2
PNS,50.764,10.42,0.02,13,14,6.24
PNS,36.208,9.36,0.02,13,14,5.2
PNS,42.261,10.4,0.02,14,14,5.21
PNS,25.777,7.3,0.02,10,9,4.17
PNS,23.112,7.29,0.01,9,11,4.16
PNS,35.609,9.36,0.02,15,14,4.18
PNS,28.893,8.33,0.02,11,10,4.16
PNS,33.308,8.34,0.02,13,12,4.2
PNS,36.543,9.36,0.01,9,9,4.19
PNS,31.772,8.32,0.02,9,9,419
PNS,28.534,7.3,0.02,13,11,4.6
PNS,53.64,11.46,0.02,19,17,6.24
PNS,30.945,8.32,0.02,12,12,4.18
PNS,27.622,8.32,0.02,11,10,4.17
PNS,43.984,10.43,0.02,15,15,5.21
PNS,42.716,10.41,0.02,14,15,5.2
PNS,31.019,8.32,0.02,12,10,4.75
PNS,45.675,11.44,0.02,15,14,5.22
PNS,35.254,8.35,0.02,12,12,5.2
PNS,36.919,10.39,0.02,14,13,4.9
PNS,40.801,9.37,0.02,15,12,5.21
PNS,30.723,8.33,0.02,15,12,4.17
PNS,27.738,9.36,0.02,14,12,4.16
PNS,35.076,9.36,0.02,13,12,4.19
PNS,34.039,9.36,0.02,13,11,4.19
PNS,31.393,7.31,0.02,12,12,4.17
PNS,63.588,12.49,0.02,17,17,6.24
PNS,40.309,9.36,0.02,11,12,5.02
PNS,41.872,9.35,0.02,12,12,5.2
PNS,35.334,9.36,0.02,13,12,4.17
PNS,39.91,9.38,0.02,14,11,5.2
PNS,32.612,9.35,0.02,12,12,4.46
PNS,39.045,9.38,0.02,13,13,5.2
PNS,29.04,9.36,0.02,14,14,3.15
PNS,31.505,8.33,0.02,14,13,4.19
PNS,31.737,9.36,0.01,12,11,4.19
PNS,40.749,9.37,0.02,13,15,5.21
PNS,37.981,9.38,0.02,13,12,5.11
PNS,36.924,8.34,0.02,13,12,5.21
PNS,39.999,10.42,0.02,15,16,5.2
PNS,42.828,10.41,0.02,14,13,5.2
PNS,26.268,7.31,0.02,13,11,4.16
PNS,36.894,10.4,0.02,14,15,4.19
PNS,37.938,9.37,0.02,12,11,5.2
PNS,46.331,10.42,0.02,13,11,5.2
PNS,46.256,9.37,0.02,16,12,5.2
PNS,34.702,9.36,0.02,10,13,4.17
PNS,33.249,8.32,0.02,13,12,4.19
PNS,27.922,7.29,0.02,10,12,4.17
PNS,29.727,9.36,0.02,12,14,4.16
PNS,35.718,8.34,0.02,10,10,5.22
PNS,37.5,9.36,0.02,11,12,4.19
PNS,29.104,8.35,0.02,11,13,4.17
PNS,34.445,8.33,0.03,11,11,4.19
PNS,38.863,9.38,0.02,13,12,5.2
PNS,38.878,8.3,0.02,9,8,5.2
PNS,36.338,7.3,0.02,13,11,5.19
PNS,44.266,10.41,0.02,14,14,4.19
PNS,50.065,10.4,0.02,15,14,5.21
PNS,41.097,8.34,0.02,12,11,5.2
PNS,43.049,10.4,0.02,14,12,4.19
PNS,39.457,8.35,0.02,11,11,5.21
PNS,30.458,7.3,0.02,11,11,4.19
PNS,32.731,8.33,0.02,14,12,4.19
PNS,37.556,9.37,0.02,16,14,4.19
PNS,44.153,9.37,0.02,13,15,5.21
PNS,28.132,7.28,0.02,10,11,4.17
PNS,25.428,7.29,0.02,10,12,4.16
PNS,31.269,8.35,0.02,15,14,4.17
PNS,53.996,11.45,0.02,17,17,6.26
PNS,42.144,8.35,0.02,13,15,5.2
PNS,37.878,9.39,0.02,15,15,4.18
PNS,32.98,9.39,0.02,14,13,4.17
PNS,38.185,10.41,0.02,14,15,4.18
PNS,37.652,8.34,0.02,12,12,5.2
PNS,34.967,9.38,0.02,13,14,4.18
PNS,35.33,9.35,0.02,13,13,5.2
PNS,26.873,8.35,0.02,14,11,4.17
PNS,38.952,10.4,0.02,12,14,4.17
PNS,51.719,11.44,0.02,14,15,6.07
PNS,47.513,10.4,0.03,12,12,5.23
PNS,40.491,9.38,0.02,12,12,5.21
PNS,33.528,8.3,0.02,12,11,5.2
PNS,37.027,9.35,0.02,13,12,5.2
PNS,31.964,9.36,0.02,12,13,4.19
PNS,43.185,9.39,0.02,12,12,5.2
PNS,46.379,11.44,0.02,13,13,5.21
PNS,40.344,10.4,0.02,17,14,5.21
PNS,27.744,8.34,0.02,12,14,4.17
PNS,36.526,9.38,0.02,13,14,5.2
PNS,38.247,8.34,0.02,12,11,5.2
PNS,43.473,11.44,0.02,16,14,5.2
PNS,34.675,10.41,0.02,17,17,4.18
PNS,28.285,8.31,0.02,12,12,5.2
PNS,31.059,8.35,0.02,12,13,5.2
PNS,42.905,10.39,0.02,14,14,5.2
PNS,44.947,9.36,0.02,11,13,5.21
PNS,30.733,9.35,0.02,13,11,4.17
PNS,31.839,9.35,0.02,12,11,4.19
PNS,33.983,9.37,0.02,13,13,4.17
PNS,28.343,8.32,0.02,11,13,4.16
PNS,35.698,9.38,0.02,13,15,4.16
PNS,44.613,10.42,0.02,13,15,5.21
PNS,36.951,9.39,0.02,12,12,4.18
PNS,38.919,9.37,0.02,15,13,5.2
PNS,35.212,8.35,0.01,11,12,4.17
PNS,56.341,10.41,0.02,11,12,5.22
PNS,35.72,8.32,0.01,10,10,4.19
PNS,36.361,8.32,0.02,14,12,5.21
PNS,36.341,9.37,0.01,12,10,4.19
PNS,47.146,10.42,0.02,13,14,5.2
PNS,47.037,11.43,0.02,15,15,5.2
PNS,35.763,9.38,0.02,10,10,5.2
PNS,35.555,9.38,0.02,16,14,4.18
PNS,36.599,9.36,0.02,12,12,4.19
PNS,30.091,7.3,0.02,11,10,4.16
PNS,34.158,8.32,0.02,9,9,4.16
PNS,36.654,8.34,0.02,11,10,5.2
PNS,62.648,11.37,0.02,14,15,6.27
PNS,29.473,7.29,0.02,10,10,5.2
PNS,31.522,8.32,0.02,12,11,4.18
PNS,47.038,10.39,0.02,14,12,5.22
PNS,26.017,8.32,0.02,11,11,4.17
PNS,34.834,8.33,0.02,14,14,5.2
PNS,31.167,8.32,0.02,11,11,4.19
PNS,38.285,8.33,0.02,11,11,4.19
PNS,41.578,9.39,0.02,13,12,4.19
PNS,37.448,9.36,0.01,13,11,5.2
PNS,35.605,8.35,0.02,11,11,5.2
PNS,35.171,8.34,0.02,12,11,4.19
PNS,33.715,7.28,0.02,12,10,5.2
PNS,34.546,8.32,0.02,12,13,5.2
PNS,48.891,11.43,0.02,14,13,5.22
PNS,35.423,9.39,0.01,13,12,4.17
PNS,26.153,7.3,0.02,11,11,4.17
PNS,41.743,9.51,0.02,12,13,4.19
PNS,42.024,10.41,0.02,14,15,4.19
PNS,29.989,7.28,0.01,9,8,4.19
PNS,30.294,6.27,0.02,8,8,4.19
PNS,45.561,9.37,0.02,13,12,5.22
PNS,43.735,9.39,0.02,15,13,5.2
PNS,40.24,9.36,0.02,12,13,5.52
PNS,33.715,9.36,0.02,13,14,4.18
PNS,33.381,8.33,0.01,11,12,5.19
PNS,43.446,10.45,0.02,17,15,5.2
PNS,32.155,8.33,0.02,13,12,4.17
PNS,39.606,9.37,0.02,13,13,5.2
PNS,33.467,8.32,0.02,12,12,4.18
PNS,34.53,8.34,0.02,13,13,4.18
PNS,29.625,7.29,0.02,10,10,4.18
PNS,57.569,12.48,0.02,19,11,6.23
PNS,40.834,9.27,0.02,12,11,5.21
PNS,47.941,10.39,0.02,16,16,6.24
PNS,27.655,7.28,0.02,12,10,4.18
PNS,36.76,9.36,0.02,17,16,4.18
PNS,44.189,9.37,0.02,10,11,5.2
PNS,34.035,8.32,0.02,11,11,4.18
PNS,26.802,7.3,0.01,11,10,4.16
PNS,31.676,8.32,0.01,12,14,4.19
PNS,30.97,8.32,0.02,11,12,4.18
PNS,44.153,10.39,0.02,10,9,418
PNS,39.937,9.35,0.02,11,10,5.21
PNS,38.595,9.38,0.02,13,12,4.19
PNS,29.226,8.34,0.02,12,12,4.19
PNS,31.396,8.32,0.02,10,9,4.19
PNS,59.018,11.45,0.02,12,14,5.22
PNS,43.077,9.36,0.02,12,11,5.22
PNS,42.047,10.39,0.02,14,13,5.2
PNS,36.229,9.38,0.02,13,14,4.18
PNS,36.616,8.32,0.02,9,10,5.2
PNS,44.329,9.37,0.02,11,12,5.23
PNS,46.661,11.43,0.02,16,16,5.2
PNS,27.258,7.31,0.01,11,10,4.17
PNS,38.764,9.37,0.02,12,13,4.19
PNS,32.413,10.4,0.02,14,16,4.16
PNS,38.413,9.38,0.02,13,13,5.2
PNS,44,11.45,0.02,15,14,4.19
PNS,49.407,11.43,0.02,18,14,4.21
PNS,37.849,9.33,0.02,13,12,5.2
PNS,37.116,9.37,0.01,12,14,4.18
PNS,34.918,9.35,0.02,10,10,4.18
PNS,38.693,9.37,0.02,17,15,5.2
PNS,30.592,8.33,0.02,13,14,4.17
PNS,32.045,7.31,0.02,12,12,4.19
PNS,48.519,10.43,0.02,16,15,5.2
PNS,31.86,8.35,0.01,12,13,4.17
PNS,30.35,8.31,0.02,13,12,4.16
PNS,33.76,8.33,0.02,10,9,5.2
PNS,46.761,11.44,0.02,11,12,5.21
PNS,35.308,8.34,0.02,12,11,4.19
PNS,44.672,10.42,0.02,12,14,5.2
PNS,39.118,9.37,0.02,10,9,5.21
PNS,34.567,8.33,0.01,10,9,5.22
PNS,33.947,8.32,0.02,9,10,5.2
PNS,37.809,9.35,0.02,11,12,5.21
PNS,35.412,9.37,0.02,11,12,4.19
PNS,36.464,9.37,0.02,13,11,4.19
PNS,53.763,11.46,0.02,13,14,5.22
PNS,41.057,10.39,0.02,15,14,5.21
PNS,31.585,8.33,0.02,16,14,4.18
PNS,40.504,9.37,0.02,14,13,5.2
PNS,24.421,7.28,0.01,11,10,4.17
PNS,26.069,7.3,0.02,12,11,4.17
PNS,28.998,8.31,0.02,10,8,4.18
PNS,46.947,11.43,0.02,13,14,5.21
PNS,42.873,9.36,0.02,11,10,5.21
PNS,34.249,9.36,0.02,10,11,4.19
PNS,31.68,8.34,0.02,12,11,4.18
PNS,28.002,7.3,0.02,14,13,4.18
PNS,28.394,8.32,0.02,12,13,4.17
PNS,33.046,8.33,0.02,13,12,4.16
PNS,36.021,9.36,0.02,10,12,4.9
PNS,35.733,9.36,0.02,12,11,4.19
PNS,44.07,11.43,0.02,14,13,5.21
PNS,37.72,9.38,0.02,10,11,5.2
PNS,25.876,7.29,0.01,10,11,4.16
PNS,27.616,8.32,0.01,12,12,4.16
PNS,32.635,8.33,0.02,13,12,4.19
PNS,23.657,7.29,0.02,10,11,4.16
PNS,26.206,8.31,0.02,11,13,4.17
PNS,36.801,8.32,0.01,10,11,4.19
PNS,29.306,8.34,0.02,11,13,4.18
PNS,49.378,11.45,0.02,14,15,5.22
PNS,37.996,9.37,0.02,14,13,5.2
PNS,29.331,9.36,0.01,12,13,4.17
PNS,49.384,11.44,0.02,15,15,5.21
PNS,36.551,9.35,0.02,10,10,5.19
PNS,28.971,8.34,0.02,15,14,4.17
PNS,40.962,11.44,0.02,16,15,5.2
PNS,35.663,9.38,0.02,14,12,5.2
PNS,43.727,10.4,0.02,14,15,5.2
PNS,26.419,7.3,0.01,11,10,4.18
PNS,29.59,8.33,0.02,13,14,4.18
PNS,30.719,9.35,0.02,13,13,4.19
PNS,28.925,8.32,0.02,12,14,4.19
PNS,44.945,9.39,0.02,14,13,5.22
PNS,39.238,9.38,0.02,15,10,4.19
PNS,40.43,9.36,0.02,12,14,5.2
PNS,32.253,7.3,0.02,11,13,4.18
PNS,39.687,8.34,0.01,12,12,4.19
PNS,32.176,9.36,0.02,15,14,4.17
PNS,32.416,8.34,0.02,14,13,4.19
PNS,29.617,7.3,0.02,11,11,4.18
PNS,46.315,10.4,0.02,15,14,5.22
PNS,35.192,8.34,0.02,12,14,4.17
PNS,35.23,8.33,0.02,11,10,4.17
PNS,33.195,7.3,0.02,11,11,4.18
PNS,28.739,8.31,0.02,11,11,4.16
PNS,47.336,9.38,0.02,13,12,6.23
PNS,42.958,11.43,0.02,16,17,4.19
PNS,48.743,9.37,0.02,13,12,6.23
PNS,45.637,9.37,0.02,13,13,5.22
PNS,41.353,10.4,0.02,13,15,5.2
PNS,30.944,9.35,0.02,12,12,4.18
PNS,36.875,10.41,0.02,14,13,4.19
PNS,40.456,10.41,0.02,18,20,4.18
PNS,34.533,9.37,0.02,14,14,4.18
PNS,34.667,8.35,0.02,11,10,5.2
PNS,39.462,9.36,0.02,12,14,5.2
PNS,51.244,11.35,0.02,13,14,5.22
PNS,36.129,8.33,0.02,10,9,4.2
PNS,44.365,9.38,0.02,12,13,5.21
PNS,36.833,10.42,0.02,17,16,4.18
PNS,32.858,8.32,0.02,11,13,4.18
PNS,32.895,8.34,0.02,11,9,5.2
PNS,36.414,8.33,0.02,11,12,4.18
PNS,34.222,7.31,0.02,12,9,4.19
PNS,27.715,7.3,0.02,11,11,4.16
PNS,34.97,7.3,0.02,13,13,5.2
PNS,47.664,10.42,0.02,14,13,5.2
PNS,39.985,9.36,0.02,15,17,4.19
PNS,31.139,9.34,0.01,12,10,4.17
PNS,29.398,8.33,0.02,12,11,4.16
PNS,37.415,9.33,0.02,11,12,5.2
PNS,31.384,7.31,0.02,11,10,4.18
PNM,19.29,8.33,0.02,6,6,4.02
PNM,33.67,10.42,0.02,7,6,5.06
PNM,22.07,8.34,0.02,6,6,4.93
PNM,18.93,8.34,0.01,5,5,4.91
PNM,19.68,8.34,0.02,7,6,4.36
PNM,24.6,7.27,0.01,5,7,5.63
PNM,34.3,10.4,0.02,7,6,5.6
PNM,27.9,9.37,0.01,5,6,4.98
PNM,25.6,8.31,0.02,5,5,4.82
PNM,25.04,8.35,0.01,6,5,4.89
PNM,31.26,10.42,0.01,8,6,5.12
PNM,22.45,8.35,0.02,6,7,4.46
PNM,30.17,10.39,0.01,6,5,5.2
PNM,23.73,8.32,0.02,6,7,5.22
PNM,28.5,10.4,0.01,5,6,5.1
PNM,34.26,10.4,0.01,7,7,5.22
PNM,33.74,10.41,0.01,7,7,5.4
PNM,26.97,8.32,0.01,6,5,4.97
PNM,22.3,7.28,0.01,5,5,4.58
PNM,38.03,11.44,0.01,6,4,5.46
PNM,35.26,8.33,0.02,7,7,5.86
PNM,31.01,8.38,0.02,6,6,5.58
PNM,32.54,8.34,0.01,7,7,5.36
PNM,23.2,8.34,0.01,6,6,4.69
PNM,32.66,8.35,0.02,5,6,5.76
